locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANC_03156	CDS	966	lipA	2.8.1.8		lipoate synthase monomer
ANC_03157	CDS	204	tatE			TatABCE protein export complex
ANC_03158	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
ANC_03159	CDS	384	crcB			F- efflux transporter / involved in resistance to camphor-induced chromosome decondensation
ANC_03160	CDS	210	cspE			transcription antiterminator and regulator of RNA stability
ANC_03161	CDS	879	rfbA	2.7.7.24		dTDP-glucose pyrophosphorylase
ANC_03162	CDS	900	rfbD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
ANC_03163	CDS	1086	rfbB	4.2.1.46		RmlB
ANC_03164	CDS	135	galF_1	2.7.7.9		putative uridylyltransferase subunit with GalU
ANC_03165	CDS	723	galF_2	2.7.7.9		putative uridylyltransferase subunit with GalU
ANC_03166	CDS	1395	wcaM			putative colanic acid biosynthesis protein
ANC_03167	CDS	1221	wcaL			putative colanic biosynthesis glycosyl transferase
ANC_03168	CDS	1281	wcaK			putative colanic acid biosynthesis pyruvyl transferase
ANC_03169	CDS	1479	wzxC			WzxC
ANC_03170	CDS	1395	wcaJ			putative colanic acid biosynthsis UDP-glucose lipid carrier transferase
ANC_03171	CDS	339	cpsG_2	5.4.2.8		phosphomannomutase
ANC_03172	CDS	1437				hypothetical protein
ANC_03173	CDS	504				hypothetical protein
ANC_03174	CDS	258				hypothetical protein
ANC_03175	CDS	465	nlpC			NlpC-putative lipoprotein hydrolase
ANC_03176	CDS	750	btuD	3.6.3.33		vitamin B12 ABC transporter - ATP binding subunit
ANC_03177	CDS	552	btuE			thioredoxin/glutathione peroxidase
ANC_03178	CDS	981	btuC			vitamin B12 ABC transporter - membrane subunit
ANC_03179	CDS	300	ihfA			integration host factor (IHF), alpha subunit
ANC_03180	CDS	2388	pheT	6.1.1.20		phenylalanyl-tRNA synthetase beta-chain
ANC_03181	CDS	984	pheS	6.1.1.20		phenylalanyl-tRNA synthetase alpha-chain
ANC_03182	CDS	357	rplT			50S ribosomal subunit protein L20
ANC_03183	CDS	198	rpmI			50S ribosomal subunit protein L35
ANC_03184	CDS	435	infC			protein chain initiation factor IF-3
ANC_03185	CDS	1035	thrS	6.1.1.3		threonyl-tRNA synthetase
ANC_03186	CDS	582	nagA	3.5.1.25		N-acetylglucosamine-6-phosphate deacetylase
ANC_03187	CDS	1221	nagC			NagC DNA-binding transcriptional dual regulator
ANC_03188	CDS	753	nagD	3.1.3.5		ribonucleotide monophosphatase
ANC_03189	CDS	1665	asnB	6.3.5.4		asparagine synthetase B
ANC_03190	tRNA	77				tRNA-Met(cat)
ANC_03191	tRNA	85				tRNA-Leu(tag)
ANC_03192	tRNA	75				tRNA-Gln(ctg)
ANC_03193	CDS	1176	ubiF			2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase
ANC_03194	CDS	1425	miaB			isopentenyl-adenosine A37 tRNA methylthiolase MiaB
ANC_03195	CDS	1080	ybeZ			putative protein with nucleoside triphosphate hydrolase domain protein
ANC_03196	CDS	468				hypothetical protein
ANC_03197	CDS	879	ybeX			putative ion transport protein
ANC_03198	CDS	336	yddJ			hypothetical protein
ANC_03199	CDS	1389	narU			nitrate:nitrite antiporter NarU
ANC_03200	CDS	3741	narZ	1.7.99.4		nitrate reductase Z, alpha subunit
ANC_03201	CDS	1545	narY	1.7.99.4		nitrate reductase Z, beta subunit
ANC_03202	CDS	696	narW			NarW, probable private chaperone for NarZ nitrate reductase subunit
ANC_03203	CDS	681	narV	1.7.99.4		nitrate reductase Z, gamma subunit
ANC_03204	CDS	567				hypothetical protein
ANC_03205	CDS	261				hypothetical protein
ANC_03206	CDS	846	nhoA	2.3.1.118		N-hydroxyarylamine O-acetyltransferase
ANC_03207	CDS	570				hypothetical protein
ANC_03208	CDS	228	pptA			putative 4-oxalocrotonate tautomerase (4-OT) monomer
ANC_03209	CDS	585	gpmM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
ANC_03210	CDS	1260	envC			EnvC murein hydrolase
ANC_03211	CDS	960	yibQ			putative nucleoside (IDP) diphosphatase
ANC_03212	CDS	1035	yibD			putative glycosyl transferase
ANC_03213	CDS	1026	tdh	1.1.1.103		threonine dehydrogenase
ANC_03214	CDS	1197	kbl_1	2.3.1.29		2-amino-3-ketobutyrate CoA ligase
ANC_03215	CDS	933	rfaD	5.1.3.20		ADP-L-glycero-D-mannoheptose-6-epimerase
ANC_03216	CDS	1047	waaF			ADP-heptose:LPS heptosyltransferase II
ANC_03217	CDS	981	waaC			ADP-heptose:LPS heptosyltransferase I
ANC_03218	CDS	1254	rfaL			O-antigen ligase
ANC_03219	CDS	984	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
ANC_03220	CDS	735	cysH	1.8.4.8		3'-phospho-adenylylsulfate reductase
ANC_03221	CDS	1713	cysI	1.8.1.2		sulfite reductase, hemoprotein subunit
ANC_03222	CDS	1800	cysJ	1.8.1.2		sulfite reductase, flavoprotein subunit
ANC_03223	CDS	366	queD			6-carboxy-5,6,7,8-tetrahydropterin synthase
ANC_03224	CDS	1272	ygcN			putative oxidoreductase with FAD/NAD(P)-binding domain protein
ANC_03225	CDS	261	ygcO			putative 4Fe-4S cluster-containing protein
ANC_03226	CDS	576	ygcP			putative anti-terminator regulatory protein
ANC_03227	CDS	861	ygcQ			putative flavoprotein
ANC_03228	CDS	780	ygcR			putative flavoprotein
ANC_03229	CDS	1410	ygcS			YgcS MFS transporter
ANC_03230	CDS	1059	ygcU			putative FAD-containing dehydrogenase
ANC_03231	CDS	588	acpT			holo-[acyl carrier protein] synthase 2
ANC_03232	CDS	1050	yhhT			putative inner membrane protein
ANC_03233	CDS	1251	yhhS			putative transport protein YhhS
ANC_03234	CDS	558				hypothetical protein
ANC_03235	CDS	666	yhhQ			hypothetical protein; gene is a predicted member of the purine regulon
ANC_03236	CDS	246	tusA			sulfur transfer protein
ANC_03237	CDS	2199	zntA	3.6.3.5		zinc, cadmium and lead efflux system
ANC_03238	CDS	627				hypothetical protein
ANC_03239	CDS	360	yhhM			putative receptor
ANC_03240	CDS	270				hypothetical protein
ANC_03241	CDS	597	rsmD	2.1.1.171		16S rRNA m2G966 methyltransferase
ANC_03242	CDS	1497	ftsY			SRP receptor
ANC_03243	CDS	258	ynaJ			putative inner membrane protein
ANC_03244	CDS	951	uspE			universal stress protein with a role cellular motility
ANC_03245	CDS	753	fnr			FNR DNA-binding transcriptional dual regulator
ANC_03246	CDS	516	ogt	2.1.1.63		Ogt
ANC_03247	CDS	1527	abgT			p-aminobenzoyl glutamate:H+ symporter
ANC_03248	CDS	1446	abgB			p-aminobenzoyl-glutamate hydrolase subunit B
ANC_03249	CDS	1311	abgA			p-aminobenzoyl-glutamate hydrolase subunit A
ANC_03250	CDS	909	abgR			putative DNA-binding transcriptional regulator, LYSR-type
ANC_03251	CDS	564				hypothetical protein
ANC_03252	CDS	1233	ydaM	2.7.7.65		diguanylate cyclase, transcriptional modulator
ANC_03253	CDS	402	crl			Crl transcriptional regulator
ANC_03254	CDS	1245	frsA			fermentation/respiration switch protein
ANC_03255	CDS	459	gpt	2.4.2.22		xanthine-guanine phosphoribosyltransferase
ANC_03256	CDS	1458	pepD			peptidase D
ANC_03257	CDS	501	prfB_2			Peptide chain release factor 2
ANC_03258	CDS	267				hypothetical protein
ANC_03259	CDS	375	yafP			putative acyltransferase with acyl-CoA N-acyltransferase domain protein
ANC_03260	CDS	399	yafO			ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system
ANC_03261	CDS	294	yafN			antitoxin of the YafO-YafN toxin-antitoxin system
ANC_03262	CDS	1056	dinB	2.7.7.7		DNA polymerase IV (Y-family DNA polymerase; translesion DNA synthesis)
ANC_03263	CDS	636	motB_2			MotB protein, enables flagellar motor rotation, linking torque machinery to cell wall
ANC_03264	CDS	1740	flhA_1			flagellar biosynthesis protein FlhA
ANC_03265	CDS	498	rayT			REP-associated tyrosine transposase
ANC_03266	CDS	627	yafL			putative lipoprotein and C40 family peptidase
ANC_03267	CDS	1572	garD	4.2.1.42		galactarate dehydratase
ANC_03268	CDS	405	prlF			PrlF antitoxin
ANC_03269	CDS	303	yhaV			YhaV toxic endonuclease
ANC_03270	CDS	810	agaR			AgaR DNA-binding transcriptional repressor
ANC_03271	CDS	1281	kbaZ			tagatose-1,6-bisphosphate aldolase 1
ANC_03272	CDS	474	agaV	2.7.1.69		PTS system, cytoplasmic, N-acetylgalactosamine-specific IIB component 2 (EIIB-AGA)
ANC_03273	CDS	780	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
ANC_03274	CDS	879	agaD_1			galactosamine PTS permease - cryptic
ANC_03275	CDS	435	yadI_2			AgaX
ANC_03276	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
ANC_03277	CDS	1155	agaS			putative tagatose-6-phosphate aldose/ketose isomerase
ANC_03278	CDS	861	kbaY	4.1.2.40		tagatose-1,6-bisphosphate aldolase 1
ANC_03279	CDS	534	ydbC			putative oxidoreductase, NAD(P)-binding
ANC_03280	CDS	2307	ydbD			protein involved in detoxification of methylglyoxal
ANC_03281	CDS	606	ynbA			YnbA
ANC_03282	CDS	897	ynbB			putative CDP-diglyceride synthase
ANC_03283	CDS	1758	ynbC			putative hydrolase
ANC_03284	CDS	1317	ynbD			putative phosphatase, inner membrane protein
ANC_03285	CDS	606	azoR			NADH:quinone oxidoreductase, FMN-dependent
ANC_03286	CDS	273				hypothetical protein
ANC_03287	CDS	693				hypothetical protein
ANC_03288	CDS	285				hypothetical protein
ANC_03289	CDS	345				hypothetical protein
ANC_03290	CDS	1746	dnaG			DNA primase
ANC_03291	CDS	216	rpsU			30S ribosomal subunit protein S21
ANC_03292	CDS	1014	tsaD			protein involved in threonylcarbamoyladenosine biosynthesis
ANC_03293	CDS	1464	ttdT			tartrate:succinate antiporter
ANC_03294	CDS	606	ttdB	4.2.1.32		L-tartrate dehydratase, beta subunit
ANC_03295	CDS	912	ttdA	4.2.1.32		L-tartrate dehydratase, alpha subunit
ANC_03296	CDS	933	dmlR_2			DmlR DNA-binding transcriptional regulator
ANC_03297	CDS	618				hypothetical protein
ANC_03298	CDS	369	folB	4.1.2.25		dihydroneopterin aldolase
ANC_03299	CDS	822	bacA	3.6.1.27		undecaprenyl pyrophosphate phosphatase
ANC_03300	CDS	261	mcbA			protein involved in colanic acid production
ANC_03301	CDS	2283	fiu			putative outer membrane receptor for iron transport
ANC_03302	CDS	675				hypothetical protein
ANC_03303	CDS	267				hypothetical protein
ANC_03304	CDS	261	ybiJ			putative protein
ANC_03305	CDS	1086	ybiC			putative dehydrogenase
ANC_03306	CDS	963	ybiB			putative transferase/phosphorylase
ANC_03307	CDS	2286	dinG			ATP-dependent helicase
ANC_03308	CDS	450				hypothetical protein
ANC_03309	CDS	321	rhlE			ATP-dependent RNA helicase
ANC_03310	CDS	2526	ecpC			hypothetical protein
ANC_03311	CDS	669	ecpB			hypothetical protein
ANC_03312	CDS	636	ecpA			E. coli common pilus - major subunit; cryptic
ANC_03313	CDS	543	ecpR			MatA DNA-binding transcriptional dual regulator
ANC_03314	CDS	141	ykgO			putative ribosomal protein
ANC_03315	CDS	267	ykgM			putative ribosomal protein
ANC_03316	CDS	102	ykgR			small membrane protein
ANC_03317	CDS	789	phnC	3.6.3.28		phosphonate ABC transporter - ATP binding subunit
ANC_03318	CDS	1017	phnD			phosphonate ABC transporter - periplasmic binding protein
ANC_03319	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
ANC_03320	CDS	726	phnF			PhnF predicted transcriptional regulator
ANC_03321	CDS	453	phnG			PhnG subunit of methylphosphonate degradation complex
ANC_03322	CDS	585	phnH			PhnH subunit of methylphosphonate degradation complex
ANC_03323	CDS	1065	phnI			PhnI subunit of methylphosphonate degradation complex
ANC_03324	CDS	846	phnJ			carbon-phosphorous lyase
ANC_03325	CDS	759	phnK			putative carbon-phosphorous lyase subunit
ANC_03326	CDS	681	phnL			PhnL subunit of methylphosphonate degradation complex
ANC_03327	CDS	1137	phnM			RPnTP hydrolase
ANC_03328	CDS	558	phnN	2.7.4.23		ribose 1,5-bisphosphokinase
ANC_03329	CDS	435	phnO			putative acyltransferase with acyl-CoA N-acyltransferase domain protein
ANC_03330	CDS	759	phnP			5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase
ANC_03331	CDS	471	argR			ArgR-arg
ANC_03332	CDS	939	mdh	1.1.1.37		malate dehydrogenase
ANC_03333	CDS	1068	degS			DegS serine endoprotease
ANC_03334	CDS	1368	degQ			serine endoprotease, periplasmic
ANC_03335	CDS	399				hypothetical protein
ANC_03336	CDS	1128				hypothetical protein
ANC_03337	CDS	429	rplM			50S ribosomal subunit protein L13
ANC_03338	CDS	393	rpsI			30S ribosomal subunit protein S9
ANC_03339	CDS	639	sspA			stringent starvation protein A
ANC_03340	CDS	498	sspB			ClpXP protease specificity-enhancing factor
ANC_03341	CDS	1368	dcuD			YhcL DcuC transporter
ANC_03342	CDS	495	napF			ferredoxin-type protein
ANC_03343	CDS	264	napD			signal peptide-binding chaperone for NapA
ANC_03344	CDS	2487	napA	1.7.99.4		large subunit of periplasmic nitrate reductase, molybdoprotein
ANC_03345	CDS	696	napG			ferredoxin-type protein
ANC_03346	CDS	864	napH			ferredoxin-type protein
ANC_03347	CDS	450	napB			subunit of periplasmic nitrate reductase, cytochrome c550 protein
ANC_03348	CDS	603	napC			cytochrome c protein
ANC_03349	CDS	618	ccmA	3.6.3.41		protoheme IX ABC transporter - ATP binding subunit
ANC_03350	CDS	663	ccmB			protoheme IX ABC transporter - membrane subunit CcmB
ANC_03351	CDS	738	ccmC			protoheme IX ABC transporter - membrane subunit CcmC
ANC_03352	CDS	210	ccmD			protoheme IX ABC transporter - membrane subunit CcmD
ANC_03353	CDS	480	ccmE			membrane anchored periplasmic heme chaperone CcmE
ANC_03354	CDS	204				hypothetical protein
ANC_03355	CDS	741				hypothetical protein
ANC_03356	CDS	2016	ligA	6.5.1.2		DNA ligase
ANC_03357	CDS	987	zipA			essential cell division protein ZipA
ANC_03358	CDS	762	cysZ			putative inner membrane protein
ANC_03359	CDS	972	cysK	2.5.1.47		bifunctional CysEK cysteine biosynthesis complex
ANC_03360	CDS	258	fruB_2			fructose PTS permease - FruB subunit
ANC_03361	CDS	1728	ptsI	2.7.3.9		PTS enzyme I
ANC_03362	CDS	510	crr			glucose PTS permease
ANC_03363	CDS	852	pdxK	2.7.1.35		pyridoxamine kinase / hydroxymethylpyrimidine kinase / pyridoxal kinase
ANC_03364	CDS	375	yfeK			putative protein
ANC_03365	CDS	735				hypothetical protein
ANC_03366	CDS	543	ydaN			putative Zn(II) transporter
ANC_03367	CDS	174	ynaL			Protein YnaL
ANC_03368	CDS	1374	dbpA			ATP-dependent RNA helicase, specific for 23S rRNA
ANC_03369	CDS	936	ttcA			putative C32 tRNA thiolase
ANC_03370	CDS	1236	intR			Rac prophage; predicted integrase
ANC_03371	CDS	216				hypothetical protein
ANC_03372	CDS	210	rcbA			protein involved in maintaining chromosome integrity / Rac prophage
ANC_03373	CDS	810	recT			recombinase, DNA renaturation
ANC_03374	CDS	2601	recE			exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific
ANC_03375	CDS	276	racC			Rac prophage; predicted protein
ANC_03376	CDS	171	ydaE			Rac prophage; zinc-binding protein
ANC_03377	CDS	222	kilR			Rac prophage; inhibitor of FtsZ, killing protein
ANC_03378	CDS	1401	asnS	6.1.1.22		asparaginyl-tRNA synthetase
ANC_03379	CDS	1203	pncB	2.4.2.11		nicotinate phosphoribosyltransferase
ANC_03380	CDS	2613	pepN			aminopeptidase N
ANC_03381	CDS	768	ssuB			aliphatic sulfonate ABC transporter - ATP binding subunit
ANC_03382	CDS	792	ssuC			aliphatic sulfonate ABC transporter - membrane subunit
ANC_03383	CDS	1146	ssuD	1.14.14.5		alkanesulfonate monooxygenase
ANC_03384	CDS	960	ssuA			aliphatic sulfonate ABC transporter - periplasmic binding protein
ANC_03385	CDS	576	ssuE	1.5.1.38		NAD(P)H-dependent FMN reductase monomer
ANC_03386	CDS	1293				hypothetical protein
ANC_03387	CDS	1650	yjcE			YjcE CPA1 transporter
ANC_03388	CDS	1350	yjcD			putative permease
ANC_03389	CDS	465	soxR			SoxR DNA-binding transcriptional dual regulator
ANC_03390	CDS	324	soxS			SoxS DNA-binding transcriptional dual regulator
ANC_03391	CDS	642	yjcC_1			putative c-di-GMP-specific phosphodiesterase
ANC_03392	CDS	936	yjcC_2			putative c-di-GMP-specific phosphodiesterase
ANC_03393	CDS	282	yjcB			putative inner membrane protein
ANC_03394	CDS	537	ssb			ssDNA-binding protein
ANC_03395	CDS	1869	kup			K+ transporter Kup
ANC_03396	CDS	1497	ravA			regulatory ATPase
ANC_03397	CDS	1452	viaA			stimulator of RavA ATPase activity
ANC_03398	CDS	993	asnA	6.3.1.1		asparagine synthetase A
ANC_03399	CDS	459	asnC			AsnC-L-asparagine
ANC_03400	CDS	444	mioC			flavoprotein involved in biotin synthesis
ANC_03401	CDS	1890	mnmG			protein involved in a tRNA modification pathway
ANC_03402	CDS	396	rsmG			16S rRNA m7G527 methyltransferase
ANC_03403	CDS	1380				hypothetical protein
ANC_03404	CDS	879				hypothetical protein
ANC_03405	CDS	1503	proP			osmolyte:H+ symporter ProP
ANC_03406	CDS	90				hypothetical protein
ANC_03407	CDS	1101	basS	2.7.13.3		Sensor protein BasS
ANC_03408	CDS	669	yedW_6			putative DNA-binding response regulator in two-component system with YedV
ANC_03409	CDS	1644	eptA			putative metal-dependent hydrolase
ANC_03410	CDS	1338	adiC			AdiC arginine:agmatine antiporter
ANC_03411	CDS	762	adiY			AdiY DNA-binding transcriptional activator
ANC_03412	CDS	249	wcaA			putative colanic acid biosynthesis glycosyl transferase
ANC_03413	CDS	489	wcaB			putative colanic acid biosynthesis acyl transferase
ANC_03414	CDS	837	wcaC_1			putative colanic acid biosynthesis glycosyl transferase
ANC_03415	CDS	318	wcaC_2			putative colanic acid biosynthesis glycosyl transferase
ANC_03416	CDS	1218	wcaD			putative colanic acid polymerase
ANC_03417	CDS	747	wcaE			putative colanic acid biosynthesis glycosyl transferase
ANC_03418	CDS	549	wcaF			putative acyl transferase
ANC_03419	CDS	1122	gmd	4.2.1.47		GDP-mannose 4,6-dehydratase
ANC_03420	CDS	966	fcl	1.1.1.271		GDP-fucose synthase
ANC_03421	CDS	483	gmm			GDP-mannose mannosyl hydrolase
ANC_03422	CDS	1224	wcaI			putative colanic biosynthesis glycosyl transferase
ANC_03423	CDS	1437	cpsB_1	2.7.7.13		mannose-1-phosphate guanylyltransferase
ANC_03424	CDS	606	xcpW		COG4795	Type II secretion system protein J
ANC_03425	CDS	372				hypothetical protein
ANC_03426	CDS	564	epsH			Type II secretion system protein H
ANC_03427	CDS	456	gspG_2			putative protein secretion protein for export
ANC_03428	CDS	1224	gspF_2			putative protein secretion protein for export
ANC_03429	CDS	1494	gspE_2			putative protein secretion protein for export
ANC_03430	CDS	2061	gspD_2			putative protein secretion protein for export
ANC_03431	CDS	831	yghF			putative secretion pathway protein, C-type protein
ANC_03432	CDS	411	yghG			putative lipoprotein
ANC_03433	CDS	810	pppA			prepilin peptidase
ANC_03434	CDS	597	yghJ			putative lipoprotein
ANC_03435	CDS	1245	yheS			fused predicted transporter subunits of ABC superfamily: ATP-binding components
ANC_03436	CDS	1023	yheT			putative hydrolase
ANC_03437	CDS	219				hypothetical protein
ANC_03438	CDS	870	prkB	2.7.1.19		putative phosphoribulokinase
ANC_03439	CDS	405				hypothetical protein
ANC_03440	CDS	633	crp			CRP transcriptional dual regulator
ANC_03441	CDS	2091				hypothetical protein
ANC_03442	CDS	1221	argD	2.6.1.17		N-succinyldiaminopimelate-aminotransferase / acetylornithine transaminase
ANC_03443	CDS	564	pabA	2.6.1.85		para-aminobenzoate synthase multi-enzyme complex
ANC_03444	CDS	603	fic	2.7.7		stationary-phase protein with possible role in p-aminobenzoate or folate biosynthesis
ANC_03445	CDS	168	yhfG			putative protein
ANC_03446	CDS	1710	ade	3.5.4.2		cryptic adenine deaminase monomer
ANC_03447	CDS	1392	uhpT			hexose-6-phosphate:phosphate antiporter
ANC_03448	CDS	1320	glpT_2			glycerol-3-phosphate:phosphate antiporter
ANC_03449	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
ANC_03450	CDS	591	fimZ_4			FimZ transcriptional regulator
ANC_03451	CDS	291	ilvN	2.2.1.6		acetohydroxybutanoate synthase / acetolactate synthase
ANC_03452	CDS	1689	ilvB_2	2.2.1.6		acetohydroxybutanoate synthase / acetolactate synthase
ANC_03453	CDS	90	tisB			toxic peptide TisB
ANC_03454	CDS	276	hscC			Hsc62, Hsp70 family chaperone, binds to RpoD and inhibits transcription
ANC_03455	CDS	1140	djlC			Hsc56, co-chaperone of Hsc62
ANC_03456	CDS	162				hypothetical protein
ANC_03457	CDS	708	ybeR			putative protein
ANC_03458	CDS	513				hypothetical protein
ANC_03459	CDS	393				hypothetical protein
ANC_03460	CDS	483				hypothetical protein
ANC_03461	CDS	2583	leuS	6.1.1.4		leucyl-tRNA synthetase
ANC_03462	CDS	582	lptE			outer membrane lipopolysaccharide transport and assembly complex - LptE subunit
ANC_03463	CDS	1032	holA	2.7.7.7		DNA polymerase III, delta subunit
ANC_03464	CDS	642	nadD	2.7.7.18		nicotinate-mononucleotide adenylyltransferase
ANC_03465	CDS	126				hypothetical protein
ANC_03466	CDS	759	yhdZ			YhdW/YhdX/YhdY/YhdZ ABC transporter
ANC_03467	CDS	1104	yhdY			YhdW/YhdX/YhdY/YhdZ ABC transporter
ANC_03468	CDS	1182	yhdX			YhdW/YhdX/YhdY/YhdZ ABC transporter
ANC_03469	CDS	1026	yhdW			YhdW/YhdX/YhdY/YhdZ ABC transporter
ANC_03470	CDS	222	yhdV			putative outer membrane lipoprotein
ANC_03471	CDS	291				hypothetical protein
ANC_03472	CDS	3105	acrF			AcrEF-TolC multidrug efflux transport system - permease subunit
ANC_03473	CDS	1158	acrE			AcrEF-TolC multidrug efflux transport system - membrane fusion protein
ANC_03474	CDS	1767	ftsI	2.4.1.129		essential cell division protein FtsI; penicillin-binding protein 3
ANC_03475	CDS	366	ftsL			essential cell division protein FtsL
ANC_03476	CDS	942	rsmH			16S rRNA methyltransferase
ANC_03477	CDS	459				hypothetical protein
ANC_03478	CDS	1005	cra_2			Cra DNA-binding transcriptional dual regulator
ANC_03479	CDS	492	ilvH	2.2.1.6		acetolactate synthase / acetohydroxybutanoate synthase
ANC_03480	CDS	1725	ilvI	2.2.1.6		acetolactate synthase / acetohydroxybutanoate synthase
ANC_03481	CDS	945	leuO			LeuO DNA-binding transcriptional dual activator
ANC_03482	CDS	303	ybfL_2			putative transposase; receptor protein
ANC_03483	CDS	1125	yhhJ			putative transporter subunit: membrane component of ABC superfamily protein
ANC_03484	CDS	2736	rbbA			ribosome-associated ATPase
ANC_03485	CDS	1068	yhiI			putative HlyD family secretion protein
ANC_03486	CDS	1623	yhiJ			putative protein
ANC_03487	CDS	1608				hypothetical protein
ANC_03488	CDS	540	yajI			putative lipoprotein
ANC_03489	CDS	774	tsx			nucleoside channel; receptor of phage T6 and colicin K
ANC_03490	CDS	348				hypothetical protein
ANC_03491	CDS	972	secF			Sec Translocation Complex
ANC_03492	CDS	1815	secD			Sec Translocation Complex
ANC_03493	CDS	333	yajC			Sec Translocation Complex
ANC_03494	CDS	1128	tgt			tRNA-guanine transglycosylase monomer
ANC_03495	CDS	1071	queA			S-adenosylmethionine:tRNA ribosyltransferase-isomerase
ANC_03496	CDS	345	acpH	3.1.4.14		acyl carrier protein phosphodiesterase
ANC_03497	CDS	765	malZ	3.2.1.20		maltodextrin glucosidase
ANC_03498	CDS	792	ybgF			putative periplasmic protein
ANC_03499	CDS	522	pal			The Colicin A Import System
ANC_03500	CDS	1293	tolB			The Colicin A Import System
ANC_03501	CDS	1266	tolA			The Colicin A Import System
ANC_03502	CDS	429	tolR			The Colicin A Import System
ANC_03503	CDS	693	tolQ			The Colicin A Import System
ANC_03504	CDS	405	ybgC			esterase/thioesterase
ANC_03505	CDS	294	ybgE			putative lipoprotein
ANC_03506	CDS	114	ybgT			small membrane protein
ANC_03507	CDS	1140	cydB			cytochrome bd-I terminal oxidase subunit II
ANC_03508	CDS	1485	cydA			cytochrome bd-I terminal oxidase subunit I
ANC_03509	CDS	1455	yeeO			YeeO MATE transporter
ANC_03510	tRNA	76				tRNA-Asn(gtt)
ANC_03511	CDS	951	cbl			Cbl DNA-binding transcriptional activator
ANC_03512	CDS	918	nac			Nac DNA-binding transcriptional dual regulator
ANC_03513	tRNA	76				tRNA-Asn(gtt)
ANC_03514	CDS	936	erfK			L,D-transpeptidase ErfK
ANC_03515	CDS	1080	cobT	2.4.2.21		nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase
ANC_03516	CDS	744	cobS			cobalamin 5'-phosphate synthase / cobalamin synthase
ANC_03517	CDS	543	cobU	2.7.7.62		cobinamide-P guanylyltransferase / cobinamide kinase
ANC_03518	CDS	1065	phoH			ATP-binding protein
ANC_03519	CDS	414	pgaD			inner membrane protein involved in biofilm formation
ANC_03520	CDS	1326	pgaC			UDP-N-acetyl-D-glucosamine beta-1,6-N-acetyl-D-glucosaminyl transferase
ANC_03521	CDS	2019	pgaB			poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
ANC_03522	CDS	2424	pgaA			partially N-deacetylated poly-beta-1,6-N-acetyl-D-glucosamine outer membrane porin
ANC_03523	CDS	1359	ycdT	2.7.7.65		diguanylate cyclase
ANC_03524	CDS	1215	yeaI			putative diguanylate cyclase
ANC_03525	CDS	1491	yeaJ	2.7.7.65		putative diguanylate cyclase
ANC_03526	CDS	504				hypothetical protein
ANC_03527	CDS	447				hypothetical protein
ANC_03528	CDS	819	yeaM			putative DNA-binding transcriptional regulator
ANC_03529	CDS	1182	yeaN			putative amino acid/amine MFS transporter
ANC_03530	CDS	348				hypothetical protein
ANC_03531	CDS	255				hypothetical protein
ANC_03532	CDS	1026	yeaP	2.7.7.65		diguanylate cyclase
ANC_03533	CDS	249				hypothetical protein
ANC_03534	CDS	183	yoaG			putative protein
ANC_03535	CDS	225				hypothetical protein
ANC_03536	CDS	954	ompT			outer membrane protease VII (outer membrane protein 3b)
ANC_03537	CDS	762	envY			EnvY DNA-binding transcriptional activator
ANC_03538	CDS	891	ybcH			putative protein
ANC_03539	CDS	2973	nfrA			bacteriophage N4 receptor, outer membrane protein
ANC_03540	CDS	1614	nfrB_1			bacteriophage N4 receptor, inner membrane subunit
ANC_03541	CDS	579	nfrB_2			bacteriophage N4 receptor, inner membrane subunit
ANC_03542	CDS	747	cutC		COG3142	Copper homeostasis protein CutC
ANC_03543	CDS	567	yecM			putative metal-binding enzyme
ANC_03544	CDS	1734	argS	6.1.1.19		arginyl-tRNA synthetase
ANC_03545	CDS	489	yecT			putative protein
ANC_03546	CDS	393	flhE			flagellar protein
ANC_03547	CDS	2079	flhA_2			flagellar biosynthesis protein FlhA
ANC_03548	CDS	1149	flhB			flagellar biosynthesis protein FlhB
ANC_03549	CDS	645	cheZ			CheZ
ANC_03550	CDS	204	cheY		COG0784	Chemotaxis protein CheY
ANC_03551	CDS	441	yhjG			putative outer membrane biogenesis protein
ANC_03552	CDS	1323	yhjE			YhjE MFS transporter
ANC_03553	CDS	1014	yhjD			inner membrane protein associated with lipopolysaccharide transport
ANC_03554	CDS	972	yhjC			putative DNA-binding transcriptional regulator
ANC_03555	CDS	603	yhjB			putative DNA-binding response regulator in two-component regulatory system
