# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ANC_01265	GENE_ANC_01265	TRANSCRIPT_ANC_01265	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01266	GENE_ANC_01266	TRANSCRIPT_ANC_01266	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01267	GENE_ANC_01267	TRANSCRIPT_ANC_01267	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01268	GENE_ANC_01268	TRANSCRIPT_ANC_01268	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01269	GENE_ANC_01269	TRANSCRIPT_ANC_01269	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01270	GENE_ANC_01270	TRANSCRIPT_ANC_01270	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01271	GENE_ANC_01271	TRANSCRIPT_ANC_01271	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01272	GENE_ANC_01272	TRANSCRIPT_ANC_01272	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01273	GENE_ANC_01273	TRANSCRIPT_ANC_01273	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01277	GENE_ANC_01277	TRANSCRIPT_ANC_01277	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12
ANC_01278	GENE_ANC_01278	TRANSCRIPT_ANC_01278	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	23
ANC_01279	GENE_ANC_01279	TRANSCRIPT_ANC_01279	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	23
ANC_01280	GENE_ANC_01280	TRANSCRIPT_ANC_01280	protein_coding	1	0	0	22	0	0	0	0	0	0	0	0	1	0	0	0	22
ANC_01281	GENE_ANC_01281	TRANSCRIPT_ANC_01281	protein_coding	0	1	6	16	0	0	0	5	0	6	0	0	0	0	0	1	11
ANC_01282	GENE_ANC_01282	TRANSCRIPT_ANC_01282	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	23
ANC_01283	GENE_ANC_01283	TRANSCRIPT_ANC_01283	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	23
ANC_01284	GENE_ANC_01284	TRANSCRIPT_ANC_01284	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	23
ANC_01285	GENE_ANC_01285	TRANSCRIPT_ANC_01285	protein_coding	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0
ANC_01295	GENE_ANC_01295	TRANSCRIPT_ANC_01295	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01296	GENE_ANC_01296	TRANSCRIPT_ANC_01296	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01297	GENE_ANC_01297	TRANSCRIPT_ANC_01297	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01298	GENE_ANC_01298	TRANSCRIPT_ANC_01298	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01299	GENE_ANC_01299	TRANSCRIPT_ANC_01299	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01330	GENE_ANC_01330	TRANSCRIPT_ANC_01330	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01331	GENE_ANC_01331	TRANSCRIPT_ANC_01331	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01332	GENE_ANC_01332	TRANSCRIPT_ANC_01332	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01333	GENE_ANC_01333	TRANSCRIPT_ANC_01333	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01334	GENE_ANC_01334	TRANSCRIPT_ANC_01334	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ANC_01335	GENE_ANC_01335	TRANSCRIPT_ANC_01335	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01336	GENE_ANC_01336	TRANSCRIPT_ANC_01336	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01337	GENE_ANC_01337	TRANSCRIPT_ANC_01337	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01338	GENE_ANC_01338	TRANSCRIPT_ANC_01338	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01339	GENE_ANC_01339	TRANSCRIPT_ANC_01339	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01363	GENE_ANC_01363	TRANSCRIPT_ANC_01363	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01364	GENE_ANC_01364	TRANSCRIPT_ANC_01364	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01365	GENE_ANC_01365	TRANSCRIPT_ANC_01365	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01366	GENE_ANC_01366	TRANSCRIPT_ANC_01366	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01367	GENE_ANC_01367	TRANSCRIPT_ANC_01367	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_01368	GENE_ANC_01368	TRANSCRIPT_ANC_01368	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01369	GENE_ANC_01369	TRANSCRIPT_ANC_01369	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01370	GENE_ANC_01370	TRANSCRIPT_ANC_01370	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01371	GENE_ANC_01371	TRANSCRIPT_ANC_01371	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01372	GENE_ANC_01372	TRANSCRIPT_ANC_01372	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01379	GENE_ANC_01379	TRANSCRIPT_ANC_01379	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01380	GENE_ANC_01380	TRANSCRIPT_ANC_01380	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01381	GENE_ANC_01381	TRANSCRIPT_ANC_01381	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01382	GENE_ANC_01382	TRANSCRIPT_ANC_01382	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01383	GENE_ANC_01383	TRANSCRIPT_ANC_01383	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
ANC_01384	GENE_ANC_01384	TRANSCRIPT_ANC_01384	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01385	GENE_ANC_01385	TRANSCRIPT_ANC_01385	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01386	GENE_ANC_01386	TRANSCRIPT_ANC_01386	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01387	GENE_ANC_01387	TRANSCRIPT_ANC_01387	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01388	GENE_ANC_01388	TRANSCRIPT_ANC_01388	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
ANC_01389	GENE_ANC_01389	TRANSCRIPT_ANC_01389	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01390	GENE_ANC_01390	TRANSCRIPT_ANC_01390	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01391	GENE_ANC_01391	TRANSCRIPT_ANC_01391	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01392	GENE_ANC_01392	TRANSCRIPT_ANC_01392	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01393	GENE_ANC_01393	TRANSCRIPT_ANC_01393	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01394	GENE_ANC_01394	TRANSCRIPT_ANC_01394	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_01395	GENE_ANC_01395	TRANSCRIPT_ANC_01395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01396	GENE_ANC_01396	TRANSCRIPT_ANC_01396	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01397	GENE_ANC_01397	TRANSCRIPT_ANC_01397	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01398	GENE_ANC_01398	TRANSCRIPT_ANC_01398	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01399	GENE_ANC_01399	TRANSCRIPT_ANC_01399	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01400	GENE_ANC_01400	TRANSCRIPT_ANC_01400	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01413	GENE_ANC_01413	TRANSCRIPT_ANC_01413	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_01414	GENE_ANC_01414	TRANSCRIPT_ANC_01414	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_01415	GENE_ANC_01415	TRANSCRIPT_ANC_01415	protein_coding	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ANC_01416	GENE_ANC_01416	TRANSCRIPT_ANC_01416	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_01417	GENE_ANC_01417	TRANSCRIPT_ANC_01417	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_01442	GENE_ANC_01442	TRANSCRIPT_ANC_01442	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01443	GENE_ANC_01443	TRANSCRIPT_ANC_01443	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01444	GENE_ANC_01444	TRANSCRIPT_ANC_01444	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANC_01445	GENE_ANC_01445	TRANSCRIPT_ANC_01445	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01446	GENE_ANC_01446	TRANSCRIPT_ANC_01446	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01447	GENE_ANC_01447	TRANSCRIPT_ANC_01447	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01448	GENE_ANC_01448	TRANSCRIPT_ANC_01448	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01449	GENE_ANC_01449	TRANSCRIPT_ANC_01449	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01494	GENE_ANC_01494	TRANSCRIPT_ANC_01494	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01495	GENE_ANC_01495	TRANSCRIPT_ANC_01495	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01496	GENE_ANC_01496	TRANSCRIPT_ANC_01496	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01497	GENE_ANC_01497	TRANSCRIPT_ANC_01497	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01498	GENE_ANC_01498	TRANSCRIPT_ANC_01498	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01499	GENE_ANC_01499	TRANSCRIPT_ANC_01499	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01500	GENE_ANC_01500	TRANSCRIPT_ANC_01500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01501	GENE_ANC_01501	TRANSCRIPT_ANC_01501	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01502	GENE_ANC_01502	TRANSCRIPT_ANC_01502	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01503	GENE_ANC_01503	TRANSCRIPT_ANC_01503	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01504	GENE_ANC_01504	TRANSCRIPT_ANC_01504	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01505	GENE_ANC_01505	TRANSCRIPT_ANC_01505	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_01506	GENE_ANC_01506	TRANSCRIPT_ANC_01506	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01507	GENE_ANC_01507	TRANSCRIPT_ANC_01507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01508	GENE_ANC_01508	TRANSCRIPT_ANC_01508	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01509	GENE_ANC_01509	TRANSCRIPT_ANC_01509	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01510	GENE_ANC_01510	TRANSCRIPT_ANC_01510	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01511	GENE_ANC_01511	TRANSCRIPT_ANC_01511	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01512	GENE_ANC_01512	TRANSCRIPT_ANC_01512	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01533	GENE_ANC_01533	TRANSCRIPT_ANC_01533	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01534	GENE_ANC_01534	TRANSCRIPT_ANC_01534	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01535	GENE_ANC_01535	TRANSCRIPT_ANC_01535	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01536	GENE_ANC_01536	TRANSCRIPT_ANC_01536	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01537	GENE_ANC_01537	TRANSCRIPT_ANC_01537	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01538	GENE_ANC_01538	TRANSCRIPT_ANC_01538	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01539	GENE_ANC_01539	TRANSCRIPT_ANC_01539	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01565	GENE_ANC_01565	TRANSCRIPT_ANC_01565	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01566	GENE_ANC_01566	TRANSCRIPT_ANC_01566	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01567	GENE_ANC_01567	TRANSCRIPT_ANC_01567	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01568	GENE_ANC_01568	TRANSCRIPT_ANC_01568	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01569	GENE_ANC_01569	TRANSCRIPT_ANC_01569	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01570	GENE_ANC_01570	TRANSCRIPT_ANC_01570	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ANC_01571	GENE_ANC_01571	TRANSCRIPT_ANC_01571	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_01572	GENE_ANC_01572	TRANSCRIPT_ANC_01572	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_01573	GENE_ANC_01573	TRANSCRIPT_ANC_01573	protein_coding	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1
ANC_01574	GENE_ANC_01574	TRANSCRIPT_ANC_01574	protein_coding	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0
ANC_01575	GENE_ANC_01575	TRANSCRIPT_ANC_01575	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_01576	GENE_ANC_01576	TRANSCRIPT_ANC_01576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01595	GENE_ANC_01595	TRANSCRIPT_ANC_01595	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
ANC_01596	GENE_ANC_01596	TRANSCRIPT_ANC_01596	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
ANC_01597	GENE_ANC_01597	TRANSCRIPT_ANC_01597	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
ANC_01598	GENE_ANC_01598	TRANSCRIPT_ANC_01598	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
ANC_01599	GENE_ANC_01599	TRANSCRIPT_ANC_01599	protein_coding	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ANC_01600	GENE_ANC_01600	TRANSCRIPT_ANC_01600	protein_coding	0	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0
ANC_01601	GENE_ANC_01601	TRANSCRIPT_ANC_01601	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
ANC_01602	GENE_ANC_01602	TRANSCRIPT_ANC_01602	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
ANC_01603	GENE_ANC_01603	TRANSCRIPT_ANC_01603	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
ANC_01604	GENE_ANC_01604	TRANSCRIPT_ANC_01604	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
ANC_01612	GENE_ANC_01612	TRANSCRIPT_ANC_01612	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01613	GENE_ANC_01613	TRANSCRIPT_ANC_01613	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01614	GENE_ANC_01614	TRANSCRIPT_ANC_01614	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01615	GENE_ANC_01615	TRANSCRIPT_ANC_01615	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01616	GENE_ANC_01616	TRANSCRIPT_ANC_01616	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01617	GENE_ANC_01617	TRANSCRIPT_ANC_01617	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ANC_01618	GENE_ANC_01618	TRANSCRIPT_ANC_01618	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01619	GENE_ANC_01619	TRANSCRIPT_ANC_01619	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01620	GENE_ANC_01620	TRANSCRIPT_ANC_01620	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01621	GENE_ANC_01621	TRANSCRIPT_ANC_01621	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
ANC_01622	GENE_ANC_01622	TRANSCRIPT_ANC_01622	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01623	GENE_ANC_01623	TRANSCRIPT_ANC_01623	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01624	GENE_ANC_01624	TRANSCRIPT_ANC_01624	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01625	GENE_ANC_01625	TRANSCRIPT_ANC_01625	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01626	GENE_ANC_01626	TRANSCRIPT_ANC_01626	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01627	GENE_ANC_01627	TRANSCRIPT_ANC_01627	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01628	GENE_ANC_01628	TRANSCRIPT_ANC_01628	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
ANC_01629	GENE_ANC_01629	TRANSCRIPT_ANC_01629	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01630	GENE_ANC_01630	TRANSCRIPT_ANC_01630	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01631	GENE_ANC_01631	TRANSCRIPT_ANC_01631	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01632	null.13	ANC_01632	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01633	null.14	ANC_01633	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01634	GENE_ANC_01634	TRANSCRIPT_ANC_01634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01646	GENE_ANC_01646	TRANSCRIPT_ANC_01646	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01647	GENE_ANC_01647	TRANSCRIPT_ANC_01647	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01648	GENE_ANC_01648	TRANSCRIPT_ANC_01648	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01649	GENE_ANC_01649	TRANSCRIPT_ANC_01649	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01650	GENE_ANC_01650	TRANSCRIPT_ANC_01650	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01651	GENE_ANC_01651	TRANSCRIPT_ANC_01651	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01652	GENE_ANC_01652	TRANSCRIPT_ANC_01652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01653	GENE_ANC_01653	TRANSCRIPT_ANC_01653	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01655	GENE_ANC_01655	TRANSCRIPT_ANC_01655	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
ANC_01656	GENE_ANC_01656	TRANSCRIPT_ANC_01656	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
ANC_01657	GENE_ANC_01657	TRANSCRIPT_ANC_01657	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
ANC_01658	GENE_ANC_01658	TRANSCRIPT_ANC_01658	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
ANC_01659	GENE_ANC_01659	TRANSCRIPT_ANC_01659	protein_coding	0	2	2	2	0	0	0	2	0	2	0	0	0	0	0	2	0
ANC_01660	GENE_ANC_01660	TRANSCRIPT_ANC_01660	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
ANC_01661	GENE_ANC_01661	TRANSCRIPT_ANC_01661	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
ANC_01662	GENE_ANC_01662	TRANSCRIPT_ANC_01662	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
ANC_01663	GENE_ANC_01663	TRANSCRIPT_ANC_01663	protein_coding	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	1
ANC_01664	GENE_ANC_01664	TRANSCRIPT_ANC_01664	protein_coding	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	1
ANC_01665	GENE_ANC_01665	TRANSCRIPT_ANC_01665	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01666	GENE_ANC_01666	TRANSCRIPT_ANC_01666	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_01667	GENE_ANC_01667	TRANSCRIPT_ANC_01667	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01668	GENE_ANC_01668	TRANSCRIPT_ANC_01668	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01669	GENE_ANC_01669	TRANSCRIPT_ANC_01669	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01670	GENE_ANC_01670	TRANSCRIPT_ANC_01670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01674	GENE_ANC_01674	TRANSCRIPT_ANC_01674	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01675	GENE_ANC_01675	TRANSCRIPT_ANC_01675	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01676	GENE_ANC_01676	TRANSCRIPT_ANC_01676	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01677	GENE_ANC_01677	TRANSCRIPT_ANC_01677	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01678	GENE_ANC_01678	TRANSCRIPT_ANC_01678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01679	GENE_ANC_01679	TRANSCRIPT_ANC_01679	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01680	GENE_ANC_01680	TRANSCRIPT_ANC_01680	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_01681	GENE_ANC_01681	TRANSCRIPT_ANC_01681	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01682	GENE_ANC_01682	TRANSCRIPT_ANC_01682	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01683	GENE_ANC_01683	TRANSCRIPT_ANC_01683	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
